author,title,date,station,url,mp3_url,story_id
Стивен Кинг,"Я знаю, что тебе нужно",1998-12-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=220&filter=0&article=0&posits=1400&sortby=20&search=,"http://mds.kallisto.ru/Stiven_King_-_Ja_znaju,_chto_tebe_nuzhno.mp3",220
Михаил Успенский,Кого за смертью посылать (часть 1),1999-01-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=221&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Kogo_za_smert'ju_posylat'_(cht.1_glava_01).mp3,221
Михаил Успенский,Кого за смертью посылать (часть 2),1999-01-14,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=222&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Kogo_za_smert'ju_posylat'_(cht.1_glava_05).mp3,222
Михаил Успенский,Кого за смертью посылать (часть 3),1999-01-21,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=223&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Kogo_za_smert'ju_posylat'_(cht.1_glava_09).mp3,223
Михаил Успенский,Кого за смертью посылать (часть 4),1999-01-28,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=224&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Kogo_za_smert'ju_posylat'_(cht.2_glava_03).mp3,224
Михаил Успенский,"Соловьи поют, заливаются",1999-02-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=226&filter=0&article=0&posits=1400&sortby=20&search=,"http://mds.kallisto.ru/Mihail_Uspenskij_-_Solov'i_pojut,_zalivajutsja.mp3",226
Михаил Успенский,Кого за смертью посылать (часть 5),1999-02-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=225&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Kogo_za_smert'ju_posylat'_(cht.2_glava_07).mp3,225
Роберт Шекли,"Через пищевод и в космос с тантрой, мантрой и крапчатыми колесами",1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=233&filter=0&article=0&posits=1400&sortby=20&search=,"http://mds.kallisto.ru/Robert_Shekli_-_Cherez_pischevod_i_v_kosmos_s_tantroj,_mantroj_i_krapchatymi_kolesami_1999.mp3",233
Гарри Гаррисон,Контактёр,1998-10-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=197&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Kontaktjor.mp3,197
Фредерик Браун,Театр марионеток,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=207&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Teatr_marionetok.mp3,207
Фредерик Браун,Прямой ответ,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=206&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Prjamoj_otvet_(vozmozhno_bez_koncovki).mp3,206
Фредерик Браун,Поздний гость,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=205&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Pozdnij_gost'.mp3,205
Фредерик Браун,Персона Грата,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=204&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Persona_Grata.mp3,204
Фредерик Браун,Оно и видно,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=203&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Ono_i_vidno.mp3,203
Фредерик Браун,Капитан,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=202&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Kapitan.mp3,202
Фредерик Браун,Вуду,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=201&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Vudu.mp3,201
Фредерик Браун,Армагеддон,1998-10-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=200&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Armageddon.mp3,200
Фредерик Пол,Ловушка,1998-10-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=209&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Pol_-_Lovushka.mp3,209
Мюррей Лейнстер,Замочная скважина,1998-10-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=208&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mjurrej_Lejnster_-_Zamochnaja_skvazhina.mp3,208
Айзек Азимов,Ключ,1998-11-05,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=211&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Kljuch.mp3,211
Айзек Азимов,Зеркальное отражение,1998-11-05,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=210&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Zerkal'noe_otrazhenie.mp3,210
Клиффорд Саймак,Заповедник гоблинов (часть 1),1998-11-12,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=212&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Klifford_Sajmak_-_Zapovednik_goblinov.mp3,212
Клиффорд Саймак,Заповедник гоблинов (часть 2),1998-11-19,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=213&filter=0&article=0&posits=1400&sortby=20&search=,,213
Пол Андерсон,Честные враги,1998-09-03,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=187&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Pol_Anderson_-_Chestnye_vragi.mp3,187
Гарри Тертлдав,Блеф,1998-09-10,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=189&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Garri_Tartldav_-_Blef.mp3,189
Шарль Бодлер,Маленькие поэмы в прозе,1998-09-17,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=190&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Sharl'_Bodler_-_Malen'kie_poemy_v_proze.mp3,190
Генри Каттнер,Работа по способностям,1998-09-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=193&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Rabota_po_sposobnostjam.mp3,193
Генри Каттнер,День не в счет,1998-09-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=192&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Den'_ne_v_schjot.mp3,192
Генри Каттнер,А как же еще?,1998-09-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=191&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_A_kak_zhe_eschjo!.mp3,191
Генри Каттнер,Лучшее время года,1998-10-01,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=194&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Henry_Kuttner_-_Luchshee_vremja_goda.mp3,194
Генри Каттнер,Двурукая машина,1998-10-08,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=196&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Dvurukaja_mashina.mp3,196
Гарри Гаррисон,Происшествие в подземке,1998-10-08,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=195&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Proisshestvie_v_podzemke.mp3,195
Гарри Гаррисон,Требуется оправдание,1998-10-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=199&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Trebuetsja_opravdanie.mp3,199
Гарри Гаррисон,Охотник с большой буквы,1998-10-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=198&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Ohotnik_s_bol'shoj_bukvy.mp3,198
Роджер Желязны,Вспышка,1998-09-03,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=188&filter=0&article=0&posits=1400&sortby=20&search=,"http://mds.kallisto.ru/Rodzher_Zheljazny_-_Vspyshka_(izbrannye_glavy_-_1,_2).mp3",188
Джордж Мартин,Крест и дракон,1998-07-23,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=176&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Dzhordzh_Martin_-_Krest_i_drakon.mp3,176
Стивен Кинг,"Человек, который любил цветы",1998-07-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=180&filter=0&article=0&posits=1450&sortby=20&search=,"http://mds.kallisto.ru/Stiven_King_-_Chelovek,_kotoryj_ljubil_cvety.mp3",180
Стивен Кинг,Ночной прибой,1998-07-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=179&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Stiven_King_-_Nochnoj_priboj.mp3,179
Стивен Кинг,Деда,1998-07-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=178&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Stiven_King_-_Deda.mp3,178
Пол Андерсон,Возмездие Эвелит,1998-08-06,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=181&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/kallisto/b0/Pol_Anderson_Vozmezdie_Evelit.mp3,181
Кир Булычев,Свободный тиран,1998-08-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=184&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kir_Bulychev_-_Svobodnyj_tiran.mp3,184
Кир Булычев,Они уже здесь!,1998-08-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=183&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kir_Bulychev_-_Oni_uzhe_zdes'!.mp3,183
Кир Булычев,Спонсора!,1998-08-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=185&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kir_Bulychev_-_Sponsora!.mp3,185
Кир Булычев,Кладезь мудрости,1998-08-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=182&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kir_Bulychev_-_Kladez'_mudrosti.mp3,182
Фрэнк Херберт,Гнездостроители,1998-08-20,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=186&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/hell/1998/Frenk_Gerbert_-_Gnezdostroiteli.mp3,186
Василий Шукшин,До третьих петухов (часть 1 и 2 за 04.06.1998),1998-05-28,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=167&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Vasilij_Shukshin_-_Do_tret'ih_petuhov.mp3,167
Виктор Пелевин,"Тайм-аут, или ""Вечерняя Москва""",1998-06-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=169&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Tajm-aut_ili_'Vechernjaja_Moskva'.mp3,169
Роджер Желязны,Фурии,1998-06-11,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=170&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Furii.mp3,170
Кейт Лаумер,Вакансия,1998-06-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=171&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Vakansija.mp3,171
Кейт Лаумер,Реликт войны,1998-06-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=173&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Relikt_vojny.mp3,173
Кейт Лаумер,Динохромный,1998-06-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=172&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Dinohromnyj.mp3,172
Спайдер и Джинн Робинсон,Дети Сатаны,1998-07-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=174&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Spajder_i_Dzhin_Robinson_-_Deti_Satany.mp3,174
Неизвестный Автор,Неизвестно,1998-07-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=22&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Neizvestnyj_avtor_-_Neizvestnyj_rasskaz.mp3,22
Илья Миканаев,Что там,1998-07-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=11&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Slushatel'_-_Chto_tam!.mp3,11
Илья Миканаев,Инь,1998-07-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=10&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Slushatel'_-_In'.mp3,10
Спайдер Робинсон,Жизнь коротка...,1998-07-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=175&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Spajder_Robinson_-_Zhizn'_korotka.mp3,175
Илья Миканаев,Война,1998-07-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=9&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Slushatel'_-_Vojna.mp3,9
Джордж Мартин,Пора закрываться,1998-07-23,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=177&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Dzhordzh_Martin_-_Pora_zakryvat'sja.mp3,177
Айзек Азимов,Поющий колокольчик,1998-04-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=155&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Pojuschij_kolokol'chik.mp3,155
Айзек Азимов,Необходимое условие,1998-04-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=154&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Neobhodimoe_uslovie.mp3,154
Айзек Азимов,В лето 2430 от рождества Христова,1998-04-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=153&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_V_leto_2430_ot_rozhdestva_Hristova.mp3,153
Айзек Азимов,Ссылка в ад,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=162&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Ssylka_v_ad.mp3,162
Айзек Азимов,Пустота!,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=161&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Pustota!.mp3,161
Айзек Азимов,Покупаем Юпитер,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=160&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Pokupaem_Jupiter.mp3,160
Айзек Азимов,Памяти отца,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=159&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Pamjati_otca.mp3,159
Айзек Азимов,Они не прилетят,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=158&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Oni_ne_priletjat.mp3,158
Айзек Азимов,"Дождик, дождик, перестань",1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=157&filter=0&article=0&posits=1450&sortby=20&search=,"http://mds.kallisto.ru/Ajzek_Azimov_-_Dozhdik,_dozhdik,_perestan'.mp3",157
Айзек Азимов,Глубокое исследование,1998-05-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=156&filter=0&article=0&posits=1450&sortby=20&search=,http://mds.kallisto.ru/Ajzek_Azimov_-_Glubokoe_issledovanie.mp3,156
